Iteration, eigenvalue, x_factor, lambda_factor, norm_x_change, gradient_lambda
292701, -0.0204345, -0.0611103, 0.0406759, 0.0000582, 0.0148346
292801, -0.0333470, -0.0610853, 0.0277383, 0.0000571, 0.0101044
292901, -0.0461358, -0.0610701, 0.0149343, 0.0000561, 0.0054492
293001, -0.0587863, -0.0610649, 0.0022785, 0.0000549, 0.0008686
293101, -0.0712514, -0.0610712, -0.0101803, 0.0000537, 0.0036362
293201, -0.0834228, -0.0610918, -0.0223310, 0.0000525, 0.0080625
293301, -0.0952750, -0.0611246, -0.0341503, 0.0000517, 0.0124138
293401, -0.1068454, -0.0611659, -0.0456794, 0.0000509, 0.0166975
293501, -0.1181536, -0.0612144, -0.0569392, 0.0000503, 0.0209176
293601, -0.1292105, -0.0612698, -0.0679407, 0.0000496, 0.0250763
293701, -0.1400229, -0.0613317, -0.0786912, 0.0000489, 0.0291749
293801, -0.1505967, -0.0614000, -0.0891968, 0.0000483, 0.0332146
293901, -0.1609374, -0.0614744, -0.0994630, 0.0000477, 0.0371964
294001, -0.1710500, -0.0615547, -0.1094953, 0.0000472, 0.0411215
294101, -0.1809393, -0.0616407, -0.1192986, 0.0000466, 0.0449908
294201, -0.1906100, -0.0617321, -0.1288779, 0.0000461, 0.0488055
294301, -0.2000669, -0.0618288, -0.1382381, 0.0000456, 0.0525667
294401, -0.2093142, -0.0619304, -0.1473838, 0.0000451, 0.0562754
294501, -0.2183564, -0.0620369, -0.1563195, 0.0000446, 0.0599327
294601, -0.2271975, -0.0621480, -0.1650495, 0.0000442, 0.0635395
294701, -0.2358416, -0.0622634, -0.1735782, 0.0000437, 0.0670969
294801, -0.2442930, -0.0623831, -0.1819098, 0.0000433, 0.0706059
294901, -0.2525551, -0.0625068, -0.1900483, 0.0000429, 0.0740673
295001, -0.2606320, -0.0626344, -0.1979976, 0.0000425, 0.0774822
295101, -0.2685273, -0.0627656, -0.2057617, 0.0000421, 0.0808515
295201, -0.2762446, -0.0629004, -0.2133442, 0.0000418, 0.0841760
295301, -0.2837873, -0.0630385, -0.2207488, 0.0000415, 0.0874567
295401, -0.2911593, -0.0631798, -0.2279795, 0.0000412, 0.0906945
295501, -0.2983632, -0.0633241, -0.2350391, 0.0000408, 0.0938901
295601, -0.3054028, -0.0634714, -0.2419314, 0.0000405, 0.0970445
295701, -0.3122811, -0.0636214, -0.2486596, 0.0000403, 0.1001583
295801, -0.3190013, -0.0637741, -0.2552272, 0.0000400, 0.1032326
295901, -0.3255661, -0.0639293, -0.2616368, 0.0000397, 0.1062679
296001, -0.3319790, -0.0640869, -0.2678921, 0.0000395, 0.1092651
296101, -0.3382426, -0.0642468, -0.2739959, 0.0000392, 0.1122249
296201, -0.3443597, -0.0644088, -0.2799509, 0.0000389, 0.1151481
296301, -0.3503328, -0.0645728, -0.2857600, 0.0000387, 0.1180352
296401, -0.3561650, -0.0647389, -0.2914262, 0.0000385, 0.1208872
296501, -0.3618590, -0.0649067, -0.2969523, 0.0000383, 0.1237046
296601, -0.3674170, -0.0650763, -0.3023407, 0.0000381, 0.1264881
296701, -0.3728418, -0.0652476, -0.3075942, 0.0000379, 0.1292384
296801, -0.3781355, -0.0654205, -0.3127150, 0.0000377, 0.1319560
296901, -0.3833007, -0.0655948, -0.3177059, 0.0000375, 0.1346417
297001, -0.3883399, -0.0657705, -0.3225694, 0.0000374, 0.1372960
297101, -0.3932557, -0.0659476, -0.3273080, 0.0000372, 0.1399198
297201, -0.3980497, -0.0661260, -0.3319237, 0.0000370, 0.1425133
297301, -0.4027242, -0.0663055, -0.3364187, 0.0000368, 0.1450772
297401, -0.4072817, -0.0664861, -0.3407956, 0.0000367, 0.1476122
297501, -0.4117239, -0.0666678, -0.3450561, 0.0000366, 0.1501187
297601, -0.4160532, -0.0668505, -0.3492026, 0.0000364, 0.1525974
297701, -0.4202711, -0.0670341, -0.3532370, 0.0000363, 0.1550486
297801, -0.4243803, -0.0672186, -0.3571617, 0.0000362, 0.1574730
297901, -0.4283820, -0.0674039, -0.3609781, 0.0000360, 0.1598711
298001, -0.4322787, -0.0675900, -0.3646887, 0.0000359, 0.1622434
298101, -0.4360716, -0.0677767, -0.3682949, 0.0000358, 0.1645903
298201, -0.4397628, -0.0679641, -0.3717986, 0.0000357, 0.1669123
298301, -0.4433543, -0.0681522, -0.3752021, 0.0000356, 0.1692100
298401, -0.4468476, -0.0683409, -0.3785067, 0.0000355, 0.1714838
298501, -0.4502442, -0.0685300, -0.3817142, 0.0000354, 0.1737341
298601, -0.4535458, -0.0687197, -0.3848262, 0.0000353, 0.1759613
298701, -0.4567547, -0.0689098, -0.3878449, 0.0000352, 0.1781662
298801, -0.4598722, -0.0691004, -0.3907718, 0.0000351, 0.1803490
298901, -0.4628989, -0.0692913, -0.3936076, 0.0000350, 0.1825098
299001, -0.4658373, -0.0694826, -0.3963546, 0.0000349, 0.1846495
299101, -0.4686884, -0.0696742, -0.3990142, 0.0000348, 0.1867682
299201, -0.4714540, -0.0698661, -0.4015878, 0.0000347, 0.1888665
299301, -0.4741357, -0.0700584, -0.4040774, 0.0000347, 0.1909448
299401, -0.4767343, -0.0702508, -0.4064835, 0.0000346, 0.1930033
299501, -0.4792517, -0.0704435, -0.4088082, 0.0000345, 0.1950426
299601, -0.4816887, -0.0706363, -0.4110524, 0.0000345, 0.1970628
299701, -0.4840470, -0.0708293, -0.4132177, 0.0000344, 0.1990645
299801, -0.4863284, -0.0710225, -0.4153058, 0.0000343, 0.2010482
299901, -0.4885331, -0.0712159, -0.4173172, 0.0000343, 0.2030139
300001, -0.4906630, -0.0714093, -0.4192537, 0.0000342, 0.2049622
300101, -0.4927191, -0.0716029, -0.4211162, 0.0000341, 0.2068933
300201, -0.4947023, -0.0717965, -0.4229058, 0.0000341, 0.2088074
300301, -0.4966144, -0.0719902, -0.4246243, 0.0000341, 0.2107052
300401, -0.4984564, -0.0721839, -0.4262725, 0.0000340, 0.2125870
300501, -0.5002290, -0.0723777, -0.4278513, 0.0000340, 0.2144528
300601, -0.5019332, -0.0725715, -0.4293617, 0.0000339, 0.2163029
300701, -0.5035716, -0.0727654, -0.4308062, 0.0000339, 0.2181384
300801, -0.5051431, -0.0729592, -0.4321839, 0.0000338, 0.2199586
300901, -0.5066500, -0.0731531, -0.4334970, 0.0000338, 0.2217643
301001, -0.5080932, -0.0733469, -0.4347463, 0.0000338, 0.2235559
301101, -0.5094733, -0.0735407, -0.4359326, 0.0000338, 0.2253333
301201, -0.5107918, -0.0737346, -0.4370572, 0.0000338, 0.2270972
301301, -0.5120497, -0.0739284, -0.4381214, 0.0000337, 0.2288479
301401, -0.5132471, -0.0741221, -0.4391250, 0.0000337, 0.2305852
301501, -0.5143856, -0.0743158, -0.4400697, 0.0000337, 0.2323098
301601, -0.5154662, -0.0745095, -0.4409567, 0.0000337, 0.2340220
301701, -0.5164890, -0.0747031, -0.4417859, 0.0000336, 0.2357216
301801, -0.5174561, -0.0748967, -0.4425594, 0.0000336, 0.2374097
301901, -0.5183672, -0.0750903, -0.4432770, 0.0000336, 0.2390857
302001, -0.5192240, -0.0752838, -0.4439402, 0.0000336, 0.2407505
302101, -0.5200268, -0.0754772, -0.4445496, 0.0000336, 0.2424040
302201, -0.5207770, -0.0756707, -0.4451063, 0.0000335, 0.2440468
302301, -0.5214746, -0.0758640, -0.4456105, 0.0000336, 0.2456787
302401, -0.5221213, -0.0760574, -0.4460639, 0.0000336, 0.2473005
302501, -0.5227173, -0.0762507, -0.4464665, 0.0000336, 0.2489122
302601, -0.5232633, -0.0764440, -0.4468193, 0.0000336, 0.2505140
302701, -0.5237609, -0.0766374, -0.4471236, 0.0000336, 0.2521065
302801, -0.5242097, -0.0768306, -0.4473790, 0.0000336, 0.2536893
302901, -0.5246109, -0.0770239, -0.4475870, 0.0000336, 0.2552631
303001, -0.5249649, -0.0772171, -0.4477478, 0.0000336, 0.2568279
303101, -0.5252731, -0.0774104, -0.4478627, 0.0000336, 0.2583844
303201, -0.5255357, -0.0776037, -0.4479320, 0.0000337, 0.2599324
303301, -0.5257535, -0.0777970, -0.4479565, 0.0000337, 0.2614723
303401, -0.5259274, -0.0779903, -0.4479371, 0.0000337, 0.2630045
303501, -0.5260578, -0.0781837, -0.4478741, 0.0000338, 0.2645291
303601, -0.5261455, -0.0783772, -0.4477684, 0.0000338, 0.2660464
303701, -0.5261911, -0.0785707, -0.4476204, 0.0000338, 0.2675566
303801, -0.5261954, -0.0787643, -0.4474311, 0.0000339, 0.2690601
303901, -0.5261588, -0.0789581, -0.4472008, 0.0000339, 0.2705570
304001, -0.5260816, -0.0791519, -0.4469298, 0.0000339, 0.2720474
304101, -0.5259649, -0.0793458, -0.4466191, 0.0000340, 0.2735317
304201, -0.5258092, -0.0795399, -0.4462693, 0.0000340, 0.2750102
304301, -0.5256148, -0.0797341, -0.4458807, 0.0000341, 0.2764830
304401, -0.5253829, -0.0799286, -0.4454544, 0.0000342, 0.2779507
304501, -0.5251137, -0.0801232, -0.4449905, 0.0000342, 0.2794132
304601, -0.5248081, -0.0803180, -0.4444901, 0.0000343, 0.2808711
304701, -0.5244655, -0.0805130, -0.4439525, 0.0000343, 0.2823239
304801, -0.5240878, -0.0807084, -0.4433795, 0.0000344, 0.2837727
304901, -0.5236749, -0.0809039, -0.4427710, 0.0000345, 0.2852173
305001, -0.5232270, -0.0810997, -0.4421273, 0.0000346, 0.2866578
305101, -0.5227456, -0.0812959, -0.4414497, 0.0000346, 0.2880950
305201, -0.5222304, -0.0814924, -0.4407380, 0.0000347, 0.2895288
305301, -0.5216821, -0.0816892, -0.4399929, 0.0000348, 0.2909594
305401, -0.5211013, -0.0818864, -0.4392149, 0.0000350, 0.2923871
305501, -0.5204882, -0.0820840, -0.4384042, 0.0000350, 0.2938122
305601, -0.5198437, -0.0822820, -0.4375617, 0.0000352, 0.2952350
305701, -0.5191683, -0.0824805, -0.4366878, 0.0000352, 0.2966558
305801, -0.5184624, -0.0826794, -0.4357829, 0.0000353, 0.2980749
305901, -0.5177255, -0.0828788, -0.4348466, 0.0000355, 0.2994920
306001, -0.5169592, -0.0830788, -0.4338804, 0.0000355, 0.3009080
306101, -0.5161638, -0.0832793, -0.4328845, 0.0000357, 0.3023230
306201, -0.5153393, -0.0834803, -0.4318590, 0.0000358, 0.3037372
306301, -0.5144867, -0.0836821, -0.4308047, 0.0000360, 0.3051510
306401, -0.5136058, -0.0838844, -0.4297214, 0.0000361, 0.3065644
306501, -0.5126977, -0.0840874, -0.4286103, 0.0000362, 0.3079782
306601, -0.5117619, -0.0842910, -0.4274709, 0.0000363, 0.3093919
306701, -0.5107997, -0.0844955, -0.4263042, 0.0000365, 0.3108064
306801, -0.5098108, -0.0847006, -0.4251101, 0.0000366, 0.3122217
306901, -0.5087961, -0.0849066, -0.4238895, 0.0000368, 0.3136382
307001, -0.5077559, -0.0851134, -0.4226424, 0.0000370, 0.3150563
307101, -0.5066904, -0.0853211, -0.4213692, 0.0000371, 0.3164760
307201, -0.5055999, -0.0855297, -0.4200702, 0.0000373, 0.3178978
307301, -0.5044853, -0.0857393, -0.4187460, 0.0000375, 0.3193221
307401, -0.5033463, -0.0859498, -0.4173966, 0.0000377, 0.3207489
307501, -0.5021837, -0.0861613, -0.4160224, 0.0000379, 0.3221788
307601, -0.5009979, -0.0863739, -0.4146239, 0.0000381, 0.3236121
307701, -0.4997889, -0.0865876, -0.4132013, 0.0000383, 0.3250489
307801, -0.4985574, -0.0868025, -0.4117549, 0.0000385, 0.3264898
307901, -0.4973031, -0.0870185, -0.4102846, 0.0000387, 0.3279347
308001, -0.4960271, -0.0872358, -0.4087913, 0.0000389, 0.3293845
308101, -0.4947299, -0.0874545, -0.4072754, 0.0000392, 0.3308394
308201, -0.4934112, -0.0876744, -0.4057368, 0.0000394, 0.3322997
308301, -0.4920714, -0.0878957, -0.4041756, 0.0000397, 0.3337656
308401, -0.4907111, -0.0881185, -0.4025925, 0.0000399, 0.3352378
308501, -0.4893300, -0.0883428, -0.4009872, 0.0000402, 0.3367160
308601, -0.4879293, -0.0885686, -0.3993607, 0.0000404, 0.3382015
308701, -0.4865091, -0.0887961, -0.3977130, 0.0000407, 0.3396943
308801, -0.4850693, -0.0890252, -0.3960441, 0.0000410, 0.3411947
308901, -0.4836103, -0.0892560, -0.3943543, 0.0000413, 0.3427032
309001, -0.4821328, -0.0894887, -0.3926442, 0.0000416, 0.3442203
309101, -0.4806370, -0.0897232, -0.3909138, 0.0000419, 0.3457466
309201, -0.4791229, -0.0899596, -0.3891633, 0.0000422, 0.3472822
309301, -0.4775912, -0.0901981, -0.3873931, 0.0000426, 0.3488278
309401, -0.4760418, -0.0904386, -0.3856031, 0.0000429, 0.3503838
309501, -0.4744752, -0.0906813, -0.3837938, 0.0000432, 0.3519507
309601, -0.4728918, -0.0909263, -0.3819655, 0.0000436, 0.3535291
309701, -0.4712918, -0.0911735, -0.3801183, 0.0000440, 0.3551195
309801, -0.4696756, -0.0914232, -0.3782525, 0.0000444, 0.3567225
309901, -0.4680434, -0.0916753, -0.3763681, 0.0000448, 0.3583386
310001, -0.4663955, -0.0919301, -0.3744655, 0.0000452, 0.3599683
310101, -0.4647325, -0.0921875, -0.3725449, 0.0000456, 0.3616125
310201, -0.4630542, -0.0924477, -0.3706065, 0.0000460, 0.3632716
310301, -0.4613612, -0.0927108, -0.3686503, 0.0000465, 0.3649461
310401, -0.4596537, -0.0929769, -0.3666768, 0.0000470, 0.3666370
310501, -0.4579322, -0.0932461, -0.3646861, 0.0000474, 0.3683449
310601, -0.4561969, -0.0935186, -0.3626783, 0.0000479, 0.3700705
310701, -0.4544482, -0.0937944, -0.3606538, 0.0000485, 0.3718146
310801, -0.4526863, -0.0940737, -0.3586126, 0.0000489, 0.3735779
310901, -0.4509115, -0.0943566, -0.3565549, 0.0000495, 0.3753613
311001, -0.4491242, -0.0946433, -0.3544809, 0.0000500, 0.3771655
311101, -0.4473249, -0.0949339, -0.3523910, 0.0000506, 0.3789917
311201, -0.4455137, -0.0952286, -0.3502851, 0.0000512, 0.3808406
311301, -0.4436911, -0.0955275, -0.3481636, 0.0000519, 0.3827132
311401, -0.4418575, -0.0958308, -0.3460266, 0.0000525, 0.3846106
311501, -0.4400131, -0.0961388, -0.3438744, 0.0000532, 0.3865338
311601, -0.4381584, -0.0964514, -0.3417070, 0.0000539, 0.3884839
311701, -0.4362938, -0.0967691, -0.3395247, 0.0000546, 0.3904621
311801, -0.4344196, -0.0970920, -0.3373276, 0.0000553, 0.3924694
311901, -0.4325364, -0.0974203, -0.3351161, 0.0000561, 0.3945075
312001, -0.4306443, -0.0977542, -0.3328901, 0.0000569, 0.3965773
312101, -0.4287442, -0.0980941, -0.3306501, 0.0000577, 0.3986806
312201, -0.4268361, -0.0984401, -0.3283960, 0.0000586, 0.4008186
312301, -0.4249210, -0.0987926, -0.3261284, 0.0000595, 0.4029932
312401, -0.4229992, -0.0991518, -0.3238474, 0.0000604, 0.4052059
312501, -0.4210716, -0.0995183, -0.3215534, 0.0000614, 0.4074588
312601, -0.4191389, -0.0998922, -0.3192467, 0.0000624, 0.4097539
312701, -0.4172020, -0.1002741, -0.3169279, 0.0000635, 0.4120936
312801, -0.4152621, -0.1006644, -0.3145976, 0.0000646, 0.4144805
312901, -0.4133208, -0.1010639, -0.3122569, 0.0000658, 0.4169178
313001, -0.4113800, -0.1014732, -0.3099068, 0.0000671, 0.4194092
313101, -0.4094422, -0.1018931, -0.3075491, 0.0000685, 0.4219593
313201, -0.4075104, -0.1023248, -0.3051856, 0.0000700, 0.4245733
313301, -0.4055885, -0.1027694, -0.3028191, 0.0000716, 0.4272577
313401, -0.4036802, -0.1032283, -0.3004519, 0.0000734, 0.4300191
313501, -0.4017902, -0.1037031, -0.2980872, 0.0000755, 0.4328654
313601, -0.3999220, -0.1041949, -0.2957271, 0.0000776, 0.4358038
313701, -0.3980779, -0.1047051, -0.2933728, 0.0000799, 0.4388402
313801, -0.3962570, -0.1052339, -0.2910231, 0.0000821, 0.4419775
313901, -0.3944551, -0.1057810, -0.2886740, 0.0000844, 0.4452143
314001, -0.3926651, -0.1063456, -0.2863195, 0.0000864, 0.4485457
314101, -0.3908783, -0.1069262, -0.2839522, 0.0000883, 0.4519646
314201, -0.3890879, -0.1075218, -0.2815661, 0.0000901, 0.4554655
314301, -0.3872876, -0.1081317, -0.2791559, 0.0000916, 0.4590436
314401, -0.3854749, -0.1087558, -0.2767190, 0.0000932, 0.4626985
314501, -0.3836480, -0.1093944, -0.2742536, 0.0000950, 0.4664307
314601, -0.3818092, -0.1100486, -0.2717605, 0.0000967, 0.4702459
314701, -0.3799590, -0.1107193, -0.2692397, 0.0000986, 0.4741482
314801, -0.3781000, -0.1114080, -0.2666920, 0.0001007, 0.4781445
314901, -0.3762349, -0.1121160, -0.2641190, 0.0001029, 0.4822423
315001, -0.3743641, -0.1128444, -0.2615197, 0.0001052, 0.4864459
315101, -0.3724882, -0.1135945, -0.2588937, 0.0001075, 0.4907610
315201, -0.3706028, -0.1143661, -0.2562367, 0.0001095, 0.4951853
315301, -0.3687001, -0.1151585, -0.2535416, 0.0001115, 0.4997119
315401, -0.3667731, -0.1159709, -0.2508023, 0.0001132, 0.5043341
315501, -0.3648125, -0.1168018, -0.2480107, 0.0001145, 0.5090416
315601, -0.3628068, -0.1176493, -0.2451575, 0.0001154, 0.5138198
315701, -0.3607434, -0.1185108, -0.2422327, 0.0001159, 0.5186518
315801, -0.3586087, -0.1193831, -0.2392256, 0.0001159, 0.5235174
315901, -0.3563898, -0.1202633, -0.2361266, 0.0001153, 0.5283969
316001, -0.3540764, -0.1211484, -0.2329279, 0.0001144, 0.5332730
316101, -0.3516607, -0.1220365, -0.2296241, 0.0001133, 0.5381324
316201, -0.3491387, -0.1229262, -0.2262126, 0.0001120, 0.5429670
316301, -0.3465085, -0.1238166, -0.2226919, 0.0001106, 0.5477715
316401, -0.3437702, -0.1247077, -0.2190625, 0.0001093, 0.5525446
316501, -0.3409253, -0.1255996, -0.2153256, 0.0001080, 0.5572867
316601, -0.3379754, -0.1264927, -0.2114826, 0.0001067, 0.5619990
316701, -0.3349226, -0.1273874, -0.2075352, 0.0001055, 0.5666836
316801, -0.3317689, -0.1282841, -0.2034847, 0.0001044, 0.5713424
316901, -0.3285161, -0.1291834, -0.1993328, 0.0001032, 0.5759775
317001, -0.3251659, -0.1300854, -0.1950805, 0.0001022, 0.5805903
317101, -0.3217196, -0.1309906, -0.1907290, 0.0001012, 0.5851819
317201, -0.3181782, -0.1318990, -0.1862793, 0.0001002, 0.5897536
317301, -0.3145428, -0.1328108, -0.1817319, 0.0000992, 0.5943057
317401, -0.3108139, -0.1337262, -0.1770877, 0.0000983, 0.5988384
317501, -0.3069919, -0.1346449, -0.1723470, 0.0000973, 0.6033513
317601, -0.3030773, -0.1355669, -0.1675104, 0.0000964, 0.6078439
317701, -0.2990702, -0.1364920, -0.1625782, 0.0000954, 0.6123156
317801, -0.2949710, -0.1374200, -0.1575510, 0.0000945, 0.6167655
317901, -0.2907796, -0.1383507, -0.1524289, 0.0000935, 0.6211920
318001, -0.2864962, -0.1392837, -0.1472125, 0.0000926, 0.6255943
318101, -0.2821210, -0.1402188, -0.1419022, 0.0000916, 0.6299709
318201, -0.2776542, -0.1411556, -0.1364986, 0.0000907, 0.6343207
318301, -0.2730960, -0.1420939, -0.1310021, 0.0000897, 0.6386422
318401, -0.2684467, -0.1430332, -0.1254134, 0.0000887, 0.6429340
318501, -0.2637065, -0.1439733, -0.1197332, 0.0000877, 0.6471947
318601, -0.2588757, -0.1449137, -0.1139620, 0.0000867, 0.6514228
318701, -0.2539548, -0.1458540, -0.1081007, 0.0000858, 0.6556168
318801, -0.2489440, -0.1467939, -0.1021501, 0.0000848, 0.6597748
318901, -0.2438437, -0.1477328, -0.0961110, 0.0000838, 0.6638956
319001, -0.2386545, -0.1486703, -0.0899843, 0.0000828, 0.6679773
319101, -0.2333771, -0.1496061, -0.0837710, 0.0000818, 0.6720185
319201, -0.2280120, -0.1505397, -0.0774723, 0.0000808, 0.6760179
319301, -0.2225601, -0.1514708, -0.0710893, 0.0000798, 0.6799740
319401, -0.2170221, -0.1523991, -0.0646231, 0.0000788, 0.6838856
319501, -0.2113991, -0.1533241, -0.0580750, 0.0000778, 0.6877515
319601, -0.2056917, -0.1542454, -0.0514463, 0.0000767, 0.6915702
319701, -0.1999010, -0.1551626, -0.0447384, 0.0000758, 0.6953402
319801, -0.1940278, -0.1560753, -0.0379526, 0.0000748, 0.6990601
319901, -0.1880731, -0.1569828, -0.0310903, 0.0000738, 0.7027283
320001, -0.1820379, -0.1578847, -0.0241532, 0.0000727, 0.7063430
320101, -0.1759231, -0.1587802, -0.0171428, 0.0000717, 0.7099025
320201, -0.1697297, -0.1596689, -0.0100608, 0.0000707, 0.7134049
320301, -0.1634589, -0.1605501, -0.0029088, 0.0000697, 0.7168482
320401, -0.1571117, -0.1614230, 0.0043113, 0.0000687, 0.7202304
320501, -0.1506893, -0.1622869, 0.0115976, 0.0000676, 0.7235496
320601, -0.1441930, -0.1631411, 0.0189481, 0.0000666, 0.7268035
320701, -0.1376239, -0.1639847, 0.0263608, 0.0000656, 0.7299900
320801, -0.1309834, -0.1648170, 0.0338335, 0.0000646, 0.7331069
320901, -0.1242729, -0.1656369, 0.0413641, 0.0000636, 0.7361520
321001, -0.1174937, -0.1664438, 0.0489500, 0.0000625, 0.7391233
321101, -0.1106476, -0.1672366, 0.0565891, 0.0000615, 0.7420183
321201, -0.1037358, -0.1680144, 0.0642786, 0.0000606, 0.7448351
321301, -0.0967602, -0.1687764, 0.0720162, 0.0000596, 0.7475715
321401, -0.0897224, -0.1695214, 0.0797991, 0.0000586, 0.7502258
321501, -0.0826241, -0.1702487, 0.0876246, 0.0000577, 0.7527964
321601, -0.0754672, -0.1709573, 0.0954901, 0.0000568, 0.7552820
321701, -0.0682535, -0.1716465, 0.1033929, 0.0000559, 0.7576815
321801, -0.0609851, -0.1723155, 0.1113304, 0.0000550, 0.7599947
321901, -0.0536639, -0.1729637, 0.1192998, 0.0000542, 0.7622216
322001, -0.0462920, -0.1735908, 0.1272989, 0.0000535, 0.7643632
322101, -0.0388713, -0.1741966, 0.1353252, 0.0000528, 0.7664210
322201, -0.0314041, -0.1747810, 0.1433769, 0.0000521, 0.7683976
322301, -0.0238923, -0.1753443, 0.1514520, 0.0000515, 0.7702962
322401, -0.0163378, -0.1758870, 0.1595492, 0.0000510, 0.7721206
322501, -0.0087427, -0.1764099, 0.1676672, 0.0000505, 0.7738757
322601, -0.0011087, -0.1769138, 0.1758050, 0.0000501, 0.7755664
322701, 0.0065624, -0.1773998, 0.1839622, 0.0000497, 0.7771979
322801, 0.0142691, -0.1778691, 0.1921381, 0.0000494, 0.7787754
322901, 0.0220098, -0.1783229, 0.2003327, 0.0000492, 0.7803043
323001, 0.0297833, -0.1787624, 0.2085457, 0.0000490, 0.7817891
323101, 0.0375884, -0.1791886, 0.2167770, 0.0000488, 0.7832343
323201, 0.0454239, -0.1796029, 0.2250268, 0.0000486, 0.7846442
323301, 0.0532889, -0.1800060, 0.2332948, 0.0000485, 0.7860218
323401, 0.0611825, -0.1803988, 0.2415812, 0.0000484, 0.7873701
323501, 0.0691038, -0.1807823, 0.2498861, 0.0000483, 0.7886925
323601, 0.0770522, -0.1811572, 0.2582094, 0.0000482, 0.7899909
323701, 0.0850270, -0.1815239, 0.2665508, 0.0000481, 0.7912665
323801, 0.0930274, -0.1818828, 0.2749102, 0.0000481, 0.7925211
323901, 0.1010530, -0.1822351, 0.2832880, 0.0000481, 0.7937574
324001, 0.1091030, -0.1825810, 0.2916839, 0.0000480, 0.7949761
324101, 0.1171771, -0.1829204, 0.3000975, 0.0000480, 0.7961773
324201, 0.1252747, -0.1832536, 0.3085283, 0.0000480, 0.7973613
324301, 0.1333953, -0.1835810, 0.3169763, 0.0000480, 0.7985296
324401, 0.1415384, -0.1839034, 0.3254418, 0.0000480, 0.7996835
324501, 0.1497037, -0.1842207, 0.3339243, 0.0000480, 0.8008231
324601, 0.1578905, -0.1845329, 0.3424234, 0.0000480, 0.8019486
324701, 0.1660985, -0.1848406, 0.3509391, 0.0000480, 0.8030608
324801, 0.1743273, -0.1851439, 0.3594713, 0.0000480, 0.8041602
324901, 0.1825765, -0.1854426, 0.3680191, 0.0000480, 0.8052461
325001, 0.1908458, -0.1857361, 0.3765819, 0.0000480, 0.8063178
325101, 0.1991348, -0.1860244, 0.3851592, 0.0000480, 0.8073751
325201, 0.2074430, -0.1863079, 0.3937509, 0.0000480, 0.8084189
325301, 0.2157698, -0.1865874, 0.4023573, 0.0000480, 0.8094505
325401, 0.2241149, -0.1868636, 0.4109785, 0.0000481, 0.8104709
325501, 0.2324777, -0.1871368, 0.4196146, 0.0000481, 0.8114805
325601, 0.2408581, -0.1874067, 0.4282648, 0.0000481, 0.8124790
325701, 0.2492556, -0.1876728, 0.4369284, 0.0000481, 0.8134653
325801, 0.2576701, -0.1879343, 0.4456045, 0.0000482, 0.8144387
325901, 0.2661011, -0.1881915, 0.4542926, 0.0000482, 0.8153989
326001, 0.2745483, -0.1884443, 0.4629925, 0.0000482, 0.8163462
326101, 0.2830112, -0.1886921, 0.4717033, 0.0000482, 0.8172796
326201, 0.2914896, -0.1889347, 0.4804243, 0.0000483, 0.8181989
326301, 0.2999828, -0.1891731, 0.4891559, 0.0000483, 0.8191055
326401, 0.3084904, -0.1894079, 0.4978984, 0.0000483, 0.8200000
326501, 0.3170119, -0.1896391, 0.5066510, 0.0000484, 0.8208823
326601, 0.3255470, -0.1898663, 0.5154133, 0.0000484, 0.8217521
326701, 0.3340953, -0.1900899, 0.5241852, 0.0000484, 0.8226098
326801, 0.3426563, -0.1903101, 0.5329664, 0.0000485, 0.8234555
326901, 0.3512297, -0.1905268, 0.5417564, 0.0000485, 0.8242891
327001, 0.3598149, -0.1907396, 0.5505546, 0.0000486, 0.8251100
327101, 0.3684119, -0.1909483, 0.5593602, 0.0000486, 0.8259179
327201, 0.3770200, -0.1911530, 0.5681730, 0.0000487, 0.8267129
327301, 0.3856389, -0.1913538, 0.5769928, 0.0000488, 0.8274952
327401, 0.3942680, -0.1915511, 0.5858191, 0.0000488, 0.8282649
327501, 0.4029070, -0.1917447, 0.5946517, 0.0000488, 0.8290219
327601, 0.4115555, -0.1919344, 0.6034899, 0.0000489, 0.8297659
327701, 0.4202130, -0.1921201, 0.6123331, 0.0000489, 0.8304968
327801, 0.4288791, -0.1923017, 0.6211809, 0.0000490, 0.8312144
327901, 0.4375535, -0.1924788, 0.6300324, 0.0000490, 0.8319181
328001, 0.4462359, -0.1926509, 0.6388867, 0.0000491, 0.8326074
328101, 0.4549257, -0.1928173, 0.6477430, 0.0000492, 0.8332815
328201, 0.4636227, -0.1929781, 0.6566008, 0.0000492, 0.8339406
328301, 0.4723259, -0.1931345, 0.6654604, 0.0000493, 0.8345856
328401, 0.4810348, -0.1932869, 0.6743217, 0.0000494, 0.8352169
328501, 0.4897491, -0.1934352, 0.6831843, 0.0000494, 0.8358345
328601, 0.4984682, -0.1935794, 0.6920476, 0.0000495, 0.8364381
328701, 0.5071916, -0.1937195, 0.7009111, 0.0000495, 0.8370278
328801, 0.5159188, -0.1938553, 0.7097742, 0.0000496, 0.8376031
328901, 0.5246495, -0.1939867, 0.7186362, 0.0000497, 0.8381640
329001, 0.5333830, -0.1941138, 0.7274968, 0.0000498, 0.8387104
329101, 0.5421189, -0.1942363, 0.7363552, 0.0000499, 0.8392420
329201, 0.5508567, -0.1943541, 0.7452108, 0.0000499, 0.8397587
329301, 0.5595958, -0.1944674, 0.7540631, 0.0000500, 0.8402603
