Iteration, eigenvalue, x_factor, lambda_factor, norm_x_change, gradient_lambda
 34801, -0.2254056, -0.0798627, -0.1455429, 0.0000813, 0.2624636
 34901, -0.2249783, -0.0802681, -0.1447101, 0.0000830, 0.2658098
 35001, -0.2245232, -0.0806828, -0.1438404, 0.0000848, 0.2692137
 35101, -0.2240427, -0.0811075, -0.1429352, 0.0000867, 0.2726815
 35201, -0.2235384, -0.0815430, -0.1419954, 0.0000889, 0.2762187
 35301, -0.2230127, -0.0819903, -0.1410225, 0.0000911, 0.2798327
 35401, -0.2224686, -0.0824504, -0.1400182, 0.0000935, 0.2835317
 35501, -0.2219086, -0.0829246, -0.1389840, 0.0000962, 0.2873242
 35601, -0.2213363, -0.0834143, -0.1379220, 0.0000990, 0.2912208
 35701, -0.2207555, -0.0839212, -0.1368343, 0.0001022, 0.2952332
 35801, -0.2201718, -0.0844474, -0.1357244, 0.0001057, 0.2993766
 35901, -0.2195906, -0.0849954, -0.1345952, 0.0001096, 0.3036674
 36001, -0.2190190, -0.0855681, -0.1334508, 0.0001139, 0.3081255
 36101, -0.2184671, -0.0861697, -0.1322974, 0.0001190, 0.3127777
 36201, -0.2179415, -0.0868038, -0.1311377, 0.0001239, 0.3176458
 36301, -0.2174393, -0.0874729, -0.1299664, 0.0001283, 0.3227334
 36401, -0.2169527, -0.0881788, -0.1287740, 0.0001319, 0.3280333
 36501, -0.2164692, -0.0889227, -0.1275465, 0.0001340, 0.3335261
 36601, -0.2159671, -0.0897036, -0.1262634, 0.0001344, 0.3391720
 36701, -0.2154134, -0.0905152, -0.1248983, 0.0001331, 0.3449097
 36801, -0.2147670, -0.0913445, -0.1234225, 0.0001305, 0.3506646
 36901, -0.2139957, -0.0921792, -0.1218166, 0.0001276, 0.3563791
 37001, -0.2130871, -0.0930126, -0.1200745, 0.0001247, 0.3620295
 37101, -0.2120418, -0.0938434, -0.1181984, 0.0001222, 0.3676153
 37201, -0.2108655, -0.0946723, -0.1161932, 0.0001200, 0.3731458
 37301, -0.2095640, -0.0955006, -0.1140634, 0.0001181, 0.3786307
 37401, -0.2081423, -0.0963296, -0.1118128, 0.0001164, 0.3840785
 37501, -0.2066043, -0.0971600, -0.1094442, 0.0001149, 0.3894955
 37601, -0.2049528, -0.0979928, -0.1069600, 0.0001134, 0.3948868
 37701, -0.2031899, -0.0988282, -0.1043617, 0.0001121, 0.4002555
 37801, -0.2013169, -0.0996664, -0.1016505, 0.0001108, 0.4056039
 37901, -0.1993353, -0.1005079, -0.0988274, 0.0001095, 0.4109340
 38001, -0.1972461, -0.1013526, -0.0958935, 0.0001084, 0.4162473
 38101, -0.1950500, -0.1022008, -0.0928492, 0.0001072, 0.4215444
 38201, -0.1927473, -0.1030521, -0.0896952, 0.0001061, 0.4268254
 38301, -0.1903385, -0.1039065, -0.0864320, 0.0001049, 0.4320905
 38401, -0.1878237, -0.1047639, -0.0830598, 0.0001038, 0.4373390
 38501, -0.1852033, -0.1056241, -0.0795792, 0.0001026, 0.4425703
 38601, -0.1824773, -0.1064867, -0.0759906, 0.0001015, 0.4477840
 38701, -0.1796457, -0.1073514, -0.0722942, 0.0001004, 0.4529786
 38801, -0.1767084, -0.1082179, -0.0684906, 0.0000993, 0.4581527
 38901, -0.1736657, -0.1090857, -0.0645801, 0.0000982, 0.4633049
 39001, -0.1705178, -0.1099546, -0.0605632, 0.0000970, 0.4684341
 39101, -0.1672647, -0.1108242, -0.0564406, 0.0000959, 0.4735391
 39201, -0.1639068, -0.1116941, -0.0522127, 0.0000947, 0.4786180
 39301, -0.1604441, -0.1125638, -0.0478802, 0.0000936, 0.4836689
 39401, -0.1568769, -0.1134330, -0.0434439, 0.0000924, 0.4886902
 39501, -0.1532055, -0.1143010, -0.0389045, 0.0000912, 0.4936798
 39601, -0.1494301, -0.1151673, -0.0342628, 0.0000900, 0.4986355
 39701, -0.1455510, -0.1160313, -0.0295196, 0.0000888, 0.5035545
 39801, -0.1415685, -0.1168923, -0.0246762, 0.0000875, 0.5084344
 39901, -0.1374830, -0.1177496, -0.0197334, 0.0000863, 0.5132722
 40001, -0.1332951, -0.1186025, -0.0146925, 0.0000850, 0.5180653
 40101, -0.1290052, -0.1194502, -0.0095550, 0.0000836, 0.5228101
 40201, -0.1246141, -0.1202920, -0.0043222, 0.0000823, 0.5275035
 40301, -0.1201226, -0.1211269, 0.0010043, 0.0000809, 0.5321414
 40401, -0.1155313, -0.1219541, 0.0064227, 0.0000796, 0.5367200
 40501, -0.1108414, -0.1227725, 0.0119311, 0.0000782, 0.5412352
 40601, -0.1060538, -0.1235811, 0.0175273, 0.0000767, 0.5456822
 40701, -0.1011696, -0.1243787, 0.0232091, 0.0000752, 0.5500557
 40801, -0.0961902, -0.1251640, 0.0289738, 0.0000736, 0.5543495
 40901, -0.0911169, -0.1259355, 0.0348186, 0.0000720, 0.5585567
 41001, -0.0859513, -0.1266914, 0.0407401, 0.0000703, 0.5626685
 41101, -0.0806950, -0.1274295, 0.0467345, 0.0000685, 0.5666749
 41201, -0.0753499, -0.1281473, 0.0527975, 0.0000666, 0.5705643
 41301, -0.0699182, -0.1288422, 0.0589240, 0.0000646, 0.5743231
 41401, -0.0644023, -0.1295102, 0.0651079, 0.0000623, 0.5779329
 41501, -0.0588053, -0.1301466, 0.0713414, 0.0000599, 0.5813681
 41601, -0.0531304, -0.1307449, 0.0776145, 0.0000572, 0.5845961
 41701, -0.0473821, -0.1312968, 0.0839147, 0.0000542, 0.5875740
 41801, -0.0415661, -0.1317916, 0.0902255, 0.0000510, 0.5902466
 41901, -0.0356903, -0.1322178, 0.0965276, 0.0000478, 0.5925546
 42001, -0.0297651, -0.1325690, 0.1028039, 0.0000453, 0.5944653
 42101, -0.0238020, -0.1328558, 0.1090538, 0.0000438, 0.5960398
 42201, -0.0178093, -0.1331037, 0.1152944, 0.0000431, 0.5974155
 42301, -0.0117901, -0.1333317, 0.1215416, 0.0000428, 0.5986971
 42401, -0.0057451, -0.1335492, 0.1278041, 0.0000427, 0.5999343
 42501, 0.0003254, -0.1337607, 0.1340861, 0.0000426, 0.6011501
 42601, 0.0064215, -0.1339682, 0.1403897, 0.0000426, 0.6023554
 42701, 0.0125429, -0.1341729, 0.1467158, 0.0000426, 0.6035548
 42801, 0.0186897, -0.1343751, 0.1530649, 0.0000426, 0.6047503
 42901, 0.0248617, -0.1345754, 0.1594371, 0.0000426, 0.6059430
 43001, 0.0310587, -0.1347739, 0.1658326, 0.0000426, 0.6071338
 43101, 0.0372806, -0.1349707, 0.1722513, 0.0000426, 0.6083222
 43201, 0.0435273, -0.1351660, 0.1786933, 0.0000426, 0.6095092
 43301, 0.0497986, -0.1353603, 0.1851589, 0.0000427, 0.6106957
 43401, 0.0560946, -0.1355535, 0.1916481, 0.0000427, 0.6118816
 43501, 0.0624151, -0.1357453, 0.1981604, 0.0000427, 0.6130657
 43601, 0.0687598, -0.1359355, 0.2046954, 0.0000427, 0.6142466
 43701, 0.0751287, -0.1361239, 0.2112526, 0.0000427, 0.6154235
 43801, 0.0815215, -0.1363105, 0.2178320, 0.0000427, 0.6165969
 43901, 0.0879382, -0.1364958, 0.2244340, 0.0000427, 0.6177676
 44001, 0.0943785, -0.1366798, 0.2310583, 0.0000427, 0.6189356
 44101, 0.1008425, -0.1368626, 0.2377051, 0.0000427, 0.6201012
 44201, 0.1073299, -0.1370442, 0.2443741, 0.0000428, 0.6212641
 44301, 0.1138407, -0.1372244, 0.2510651, 0.0000429, 0.6224239
 44401, 0.1203747, -0.1374033, 0.2577780, 0.0000428, 0.6235805
 44501, 0.1269318, -0.1375807, 0.2645126, 0.0000428, 0.6247337
 44601, 0.1335119, -0.1377565, 0.2712684, 0.0000429, 0.6258827
 44701, 0.1401146, -0.1379304, 0.2780450, 0.0000428, 0.6270269
 44801, 0.1467400, -0.1381024, 0.2848423, 0.0000429, 0.6281662
 44901, 0.1533877, -0.1382726, 0.2916603, 0.0000429, 0.6293011
 45001, 0.1600578, -0.1384413, 0.2984991, 0.0000429, 0.6304320
 45101, 0.1667500, -0.1386086, 0.3053586, 0.0000430, 0.6315591
 45201, 0.1734643, -0.1387745, 0.3122388, 0.0000430, 0.6326824
 45301, 0.1802004, -0.1389389, 0.3191393, 0.0000430, 0.6338015
 45401, 0.1869583, -0.1391017, 0.3260600, 0.0000430, 0.6349163
 45501, 0.1937378, -0.1392627, 0.3330006, 0.0000431, 0.6360266
 45601, 0.2005387, -0.1394219, 0.3399607, 0.0000431, 0.6371319
 45701, 0.2073609, -0.1395790, 0.3469399, 0.0000431, 0.6382318
 45801, 0.2142040, -0.1397339, 0.3539379, 0.0000431, 0.6393259
 45901, 0.2210679, -0.1398869, 0.3609548, 0.0000431, 0.6404148
 46001, 0.2279526, -0.1400382, 0.3679908, 0.0000432, 0.6414990
 46101, 0.2348577, -0.1401879, 0.3750456, 0.0000432, 0.6425785
 46201, 0.2417833, -0.1403360, 0.3821193, 0.0000433, 0.6436533
 46301, 0.2487291, -0.1404824, 0.3892115, 0.0000433, 0.6447232
 46401, 0.2556949, -0.1406271, 0.3963220, 0.0000434, 0.6457883
 46501, 0.2626807, -0.1407700, 0.4034507, 0.0000434, 0.6468483
 46601, 0.2696862, -0.1409112, 0.4105974, 0.0000434, 0.6479033
 46701, 0.2767112, -0.1410505, 0.4177618, 0.0000435, 0.6489531
 46801, 0.2837556, -0.1411880, 0.4249437, 0.0000435, 0.6499976
 46901, 0.2908193, -0.1413236, 0.4321429, 0.0000435, 0.6510368
 47001, 0.2979019, -0.1414573, 0.4393593, 0.0000435, 0.6520706
 47101, 0.3050035, -0.1415891, 0.4465926, 0.0000437, 0.6530990
 47201, 0.3121237, -0.1417188, 0.4538426, 0.0000437, 0.6541219
 47301, 0.3192625, -0.1418466, 0.4611090, 0.0000438, 0.6551392
 47401, 0.3264195, -0.1419723, 0.4683918, 0.0000438, 0.6561508
 47501, 0.3335946, -0.1420960, 0.4756906, 0.0000438, 0.6571567
 47601, 0.3407876, -0.1422176, 0.4830052, 0.0000438, 0.6581568
 47701, 0.3479985, -0.1423370, 0.4903355, 0.0000439, 0.6591511
 47801, 0.3552268, -0.1424543, 0.4976811, 0.0000440, 0.6601395
 47901, 0.3624725, -0.1425694, 0.5050419, 0.0000440, 0.6611218
 48001, 0.3697353, -0.1426823, 0.5124175, 0.0000440, 0.6620981
 48101, 0.3770150, -0.1427929, 0.5198079, 0.0000441, 0.6630682
 48201, 0.3843114, -0.1429012, 0.5272126, 0.0000441, 0.6640321
 48301, 0.3916243, -0.1430071, 0.5346314, 0.0000442, 0.6649896
 48401, 0.3989534, -0.1431108, 0.5420642, 0.0000442, 0.6659407
 48501, 0.4062986, -0.1432121, 0.5495106, 0.0000443, 0.6668854
 48601, 0.4136596, -0.1433110, 0.5569706, 0.0000444, 0.6678237
 48701, 0.4210361, -0.1434076, 0.5644437, 0.0000444, 0.6687555
 48801, 0.4284281, -0.1435017, 0.5719298, 0.0000445, 0.6696807
 48901, 0.4358352, -0.1435935, 0.5794287, 0.0000446, 0.6705993
 49001, 0.4432572, -0.1436828, 0.5869400, 0.0000447, 0.6715111
 49101, 0.4506939, -0.1437696, 0.5944634, 0.0000447, 0.6724162
 49201, 0.4581450, -0.1438538, 0.6019988, 0.0000448, 0.6733143
 49301, 0.4656102, -0.1439356, 0.6095458, 0.0000448, 0.6742055
 49401, 0.4730895, -0.1440147, 0.6171041, 0.0000449, 0.6750897
 49501, 0.4805823, -0.1440912, 0.6246735, 0.0000450, 0.6759668
 49601, 0.4880886, -0.1441651, 0.6322537, 0.0000451, 0.6768367
 49701, 0.4956082, -0.1442362, 0.6398444, 0.0000451, 0.6776994
 49801, 0.5031405, -0.1443047, 0.6474452, 0.0000452, 0.6785547
 49901, 0.5106856, -0.1443704, 0.6550560, 0.0000453, 0.6794025
 50001, 0.5182429, -0.1444334, 0.6626763, 0.0000453, 0.6802429
 50101, 0.5258124, -0.1444935, 0.6703059, 0.0000454, 0.6810756
 50201, 0.5333937, -0.1445507, 0.6779444, 0.0000455, 0.6819007
 50301, 0.5409864, -0.1446052, 0.6855915, 0.0000456, 0.6827180
 50401, 0.5485904, -0.1446566, 0.6932470, 0.0000457, 0.6835274
 50501, 0.5562053, -0.1447051, 0.7009104, 0.0000458, 0.6843288
 50601, 0.5638309, -0.1447506, 0.7085815, 0.0000458, 0.6851222
 50701, 0.5714667, -0.1447931, 0.7162598, 0.0000459, 0.6859075
 50801, 0.5791126, -0.1448325, 0.7239451, 0.0000460, 0.6866845
 50901, 0.5867681, -0.1448688, 0.7316369, 0.0000461, 0.6874531
 51001, 0.5944330, -0.1449020, 0.7393350, 0.0000462, 0.6882133
 51101, 0.6021070, -0.1449319, 0.7470389, 0.0000463, 0.6889649
 51201, 0.6097896, -0.1449587, 0.7547483, 0.0000464, 0.6897078
 51301, 0.6174806, -0.1449821, 0.7624627, 0.0000464, 0.6904419
 51401, 0.6251795, -0.1450024, 0.7701819, 0.0000466, 0.6911672
 51501, 0.6328861, -0.1450192, 0.7779053, 0.0000467, 0.6918834
 51601, 0.6406001, -0.1450327, 0.7856327, 0.0000468, 0.6925905
 51701, 0.6483209, -0.1450427, 0.7933636, 0.0000469, 0.6932884
 51801, 0.6560482, -0.1450492, 0.8010974, 0.0000470, 0.6939769
 51901, 0.6637817, -0.1450523, 0.8088340, 0.0000470, 0.6946559
 52001, 0.6715209, -0.1450517, 0.8165727, 0.0000472, 0.6953253
 52101, 0.6792655, -0.1450476, 0.8243132, 0.0000473, 0.6959849
 52201, 0.6870151, -0.1450398, 0.8320549, 0.0000475, 0.6966346
 52301, 0.6947691, -0.1450284, 0.8397975, 0.0000475, 0.6972743
 52401, 0.7025273, -0.1450132, 0.8475404, 0.0000476, 0.6979038
 52501, 0.7102891, -0.1449941, 0.8552832, 0.0000478, 0.6985230
 52601, 0.7180541, -0.1449713, 0.8630254, 0.0000479, 0.6991318
 52701, 0.7258219, -0.1449445, 0.8707664, 0.0000480, 0.6997299
 52801, 0.7335920, -0.1449138, 0.8785058, 0.0000481, 0.7003172
 52901, 0.7413638, -0.1448791, 0.8862429, 0.0000483, 0.7008935
 53001, 0.7491370, -0.1448404, 0.8939773, 0.0000484, 0.7014588
 53101, 0.7569110, -0.1447975, 0.9017085, 0.0000485, 0.7020127
 53201, 0.7646853, -0.1447505, 0.9094358, 0.0000487, 0.7025553
 53301, 0.7724594, -0.1446992, 0.9171586, 0.0000488, 0.7030862
 53401, 0.7802327, -0.1446437, 0.9248764, 0.0000489, 0.7036052
 53501, 0.7880047, -0.1445839, 0.9325886, 0.0000491, 0.7041122
 53601, 0.7957749, -0.1445196, 0.9402945, 0.0000492, 0.7046070
 53701, 0.8035425, -0.1444509, 0.9479934, 0.0000494, 0.7050894
 53801, 0.8113072, -0.1443777, 0.9556848, 0.0000496, 0.7055592
 53901, 0.8190681, -0.1442998, 0.9633680, 0.0000498, 0.7060161
 54001, 0.8268248, -0.1442174, 0.9710422, 0.0000500, 0.7064599
 54101, 0.8345765, -0.1441301, 0.9787067, 0.0000501, 0.7068904
 54201, 0.8423227, -0.1440381, 0.9863608, 0.0000503, 0.7073074
 54301, 0.8500625, -0.1439412, 0.9940037, 0.0000505, 0.7077105
 54401, 0.8577953, -0.1438394, 1.0016348, 0.0000506, 0.7080997
 54501, 0.8655205, -0.1437326, 1.0092531, 0.0000508, 0.7084745
 54601, 0.8732372, -0.1436206, 1.0168578, 0.0000510, 0.7088347
 54701, 0.8809447, -0.1435035, 1.0244482, 0.0000512, 0.7091802
 54801, 0.8886421, -0.1433811, 1.0320232, 0.0000515, 0.7095103
 54901, 0.8963287, -0.1432533, 1.0395820, 0.0000516, 0.7098251
 55001, 0.9040037, -0.1431199, 1.0471236, 0.0000518, 0.7101240
 55101, 0.9116661, -0.1429811, 1.0546472, 0.0000521, 0.7104068
 55201, 0.9193151, -0.1428367, 1.0621518, 0.0000523, 0.7106732
 55301, 0.9269497, -0.1426864, 1.0696361, 0.0000526, 0.7109227
 55401, 0.9345688, -0.1425302, 1.0770991, 0.0000528, 0.7111549
 55501, 0.9421718, -0.1423682, 1.0845400, 0.0000530, 0.7113698
 55601, 0.9497574, -0.1422000, 1.0919574, 0.0000533, 0.7115666
 55701, 0.9573244, -0.1420255, 1.0993499, 0.0000536, 0.7117448
 55801, 0.9648718, -0.1418446, 1.1067164, 0.0000539, 0.7119041
 55901, 0.9723985, -0.1416573, 1.1140558, 0.0000541, 0.7120442
 56001, 0.9799032, -0.1414632, 1.1213664, 0.0000544, 0.7121644
 56101, 0.9873847, -0.1412624, 1.1286470, 0.0000547, 0.7122643
 56201, 0.9948416, -0.1410546, 1.1358962, 0.0000550, 0.7123432
 56301, 1.0022726, -0.1408396, 1.1431122, 0.0000554, 0.7124007
 56401, 1.0096761, -0.1406173, 1.1502934, 0.0000557, 0.7124360
 56501, 1.0170508, -0.1403876, 1.1574383, 0.0000561, 0.7124487
 56601, 1.0243948, -0.1401501, 1.1645449, 0.0000565, 0.7124379
 56701, 1.0317068, -0.1399047, 1.1716115, 0.0000569, 0.7124031
 56801, 1.0389847, -0.1396511, 1.1786358, 0.0000572, 0.7123432
 56901, 1.0462268, -0.1393892, 1.1856160, 0.0000576, 0.7122578
 57001, 1.0534312, -0.1391186, 1.1925498, 0.0000581, 0.7121457
 57101, 1.0605957, -0.1388391, 1.1994348, 0.0000585, 0.7120063
 57201, 1.0677184, -0.1385506, 1.2062690, 0.0000590, 0.7118386
 57301, 1.0747966, -0.1382525, 1.2130491, 0.0000595, 0.7116413
 57401, 1.0818281, -0.1379446, 1.2197727, 0.0000601, 0.7114136
 57501, 1.0888102, -0.1376266, 1.2264368, 0.0000606, 0.7111541
 57601, 1.0957401, -0.1372982, 1.2330382, 0.0000611, 0.7108617
 57701, 1.1026150, -0.1369589, 1.2395738, 0.0000618, 0.7105352
 57801, 1.1094314, -0.1366082, 1.2460396, 0.0000624, 0.7101727
 57901, 1.1161860, -0.1362458, 1.2524318, 0.0000630, 0.7097728
 58001, 1.1228752, -0.1358713, 1.2587465, 0.0000638, 0.7093340
 58101, 1.1294957, -0.1354842, 1.2649799, 0.0000645, 0.7088548
 58201, 1.1360424, -0.1350837, 1.2711261, 0.0000653, 0.7083325
 58301, 1.1425112, -0.1346694, 1.2771806, 0.0000661, 0.7077655
 58401, 1.1488969, -0.1342407, 1.2831376, 0.0000670, 0.7071512
 58501, 1.1551941, -0.1337967, 1.2889908, 0.0000679, 0.7064870
 58601, 1.1613971, -0.1333368, 1.2947339, 0.0000689, 0.7057703
 58701, 1.1675000, -0.1328603, 1.3003603, 0.0000700, 0.7049984
 58801, 1.1734953, -0.1323661, 1.3058614, 0.0000711, 0.7041676
 58901, 1.1793747, -0.1318530, 1.3112277, 0.0000723, 0.7032738
 59001, 1.1851305, -0.1313203, 1.3164508, 0.0000737, 0.7023133
 59101, 1.1907531, -0.1307666, 1.3215197, 0.0000751, 0.7012817
 59201, 1.1962316, -0.1301906, 1.3264222, 0.0000766, 0.7001735
 59301, 1.2015542, -0.1295906, 1.3311448, 0.0000783, 0.6989828
 59401, 1.2067076, -0.1289649, 1.3356725, 0.0000801, 0.6977033
 59501, 1.2116761, -0.1283117, 1.3399878, 0.0000821, 0.6963272
 59601, 1.2164429, -0.1276285, 1.3440714, 0.0000843, 0.6948461
 59701, 1.2209875, -0.1269129, 1.3479003, 0.0000867, 0.6932498
 59801, 1.2252874, -0.1261621, 1.3514495, 0.0000894, 0.6915274
 59901, 1.2293151, -0.1253722, 1.3546873, 0.0000924, 0.6896647
 60001, 1.2330375, -0.1245393, 1.3575768, 0.0000958, 0.6876453
 60101, 1.2364168, -0.1236584, 1.3600752, 0.0000997, 0.6854500
 60201, 1.2394044, -0.1227233, 1.3621277, 0.0001041, 0.6830542
 60301, 1.2419444, -0.1217270, 1.3636713, 0.0001093, 0.6804297
 60401, 1.2439632, -0.1206602, 1.3646234, 0.0001154, 0.6775389
 60501, 1.2453763, -0.1195132, 1.3648895, 0.0001223, 0.6743394
 60601, 1.2460904, -0.1182764, 1.3643669, 0.0001302, 0.6707853
 60701, 1.2460047, -0.1169409, 1.3629456, 0.0001388, 0.6668284
 60801, 1.2450341, -0.1155024, 1.3605365, 0.0001476, 0.6624311
 60901, 1.2431369, -0.1139663, 1.3571032, 0.0001557, 0.6575817
 61001, 1.2403450, -0.1123505, 1.3526955, 0.0001619, 0.6523107
 61101, 1.2367600, -0.1106824, 1.3474424, 0.0001659, 0.6466853
 61201, 1.2325039, -0.1089889, 1.3414929, 0.0001679, 0.6407817
 61301, 1.2276714, -0.1072895, 1.3349609, 0.0001689, 0.6346579
 61401, 1.2223172, -0.1055946, 1.3279118, 0.0001693, 0.6283478
 61501, 1.2164613, -0.1039090, 1.3203704, 0.0001697, 0.6218659
 61601, 1.2101062, -0.1022342, 1.3123404, 0.0001700, 0.6152162
 61701, 1.2032468, -0.1005706, 1.3038174, 0.0001704, 0.6083990
 61801, 1.1958757, -0.0989183, 1.2947940, 0.0001709, 0.6014131
 61901, 1.1879858, -0.0972774, 1.2852633, 0.0001714, 0.5942577
 62001, 1.1795727, -0.0956486, 1.2752213, 0.0001720, 0.5869332
 62101, 1.1706347, -0.0940325, 1.2646673, 0.0001725, 0.5794415
 62201, 1.1611723, -0.0924303, 1.2536026, 0.0001730, 0.5717856
 62301, 1.1511900, -0.0908433, 1.2420332, 0.0001734, 0.5639702
 62401, 1.1406917, -0.0892727, 1.2299644, 0.0001738, 0.5559999
 62501, 1.1296880, -0.0877201, 1.2174082, 0.0001741, 0.5478822
 62601, 1.1181865, -0.0861871, 1.2043736, 0.0001742, 0.5396229
 62701, 1.1061992, -0.0846752, 1.1908744, 0.0001742, 0.5312301
 62801, 1.0937397, -0.0831859, 1.1769256, 0.0001741, 0.5227120
 62901, 1.0808228, -0.0817208, 1.1625436, 0.0001739, 0.5140777
 63001, 1.0674627, -0.0802814, 1.1477441, 0.0001736, 0.5053354
 63101, 1.0536781, -0.0788690, 1.1325470, 0.0001732, 0.4964952
 63201, 1.0394844, -0.0774849, 1.1169693, 0.0001726, 0.4875658
 63301, 1.0249014, -0.0761305, 1.1010319, 0.0001719, 0.4785572
 63401, 1.0099473, -0.0748069, 1.0847542, 0.0001711, 0.4694790
 63501, 0.9946414, -0.0735150, 1.0681565, 0.0001702, 0.4603406
 63601, 0.9790044, -0.0722559, 1.0512604, 0.0001691, 0.4511520
 63701, 0.9630553, -0.0710304, 1.0340857, 0.0001680, 0.4419223
 63801, 0.9468136, -0.0698392, 1.0166528, 0.0001667, 0.4326606
 63901, 0.9303010, -0.0686829, 0.9989840, 0.0001653, 0.4233767
 64001, 0.9135376, -0.0675621, 0.9810998, 0.0001639, 0.4140795
 64101, 0.8965422, -0.0664772, 0.9630194, 0.0001623, 0.4047772
 64201, 0.8793354, -0.0654285, 0.9447638, 0.0001607, 0.3954786
 64301, 0.8619364, -0.0644161, 0.9263525, 0.0001589, 0.3861916
 64401, 0.8443656, -0.0634403, 0.9078060, 0.0001572, 0.3769247
 64501, 0.8266397, -0.0625011, 0.8891407, 0.0001554, 0.3676843
 64601, 0.8087792, -0.0615983, 0.8703775, 0.0001535, 0.3584787
 64701, 0.7908013, -0.0607319, 0.8515333, 0.0001515, 0.3493143
 64801, 0.7727235, -0.0599017, 0.8326253, 0.0001495, 0.3401975
 64901, 0.7545633, -0.0591074, 0.8136707, 0.0001474, 0.3311349
 65001, 0.7363363, -0.0583487, 0.7946849, 0.0001453, 0.3221319
 65101, 0.7180584, -0.0576250, 0.7756834, 0.0001432, 0.3131941
 65201, 0.6997448, -0.0569360, 0.7566809, 0.0001410, 0.3043265
 65301, 0.6814103, -0.0562812, 0.7376915, 0.0001389, 0.2955340
 65401, 0.6630688, -0.0556600, 0.7187289, 0.0001367, 0.2868211
 65501, 0.6447328, -0.0550718, 0.6998046, 0.0001344, 0.2781914
 65601, 0.6264142, -0.0545160, 0.6809302, 0.0001322, 0.2696484
 65701, 0.6081256, -0.0539918, 0.6621174, 0.0001300, 0.2611958
 65801, 0.5898785, -0.0534986, 0.6433771, 0.0001277, 0.2528368
 65901, 0.5716817, -0.0530357, 0.6247174, 0.0001255, 0.2445734
 66001, 0.5535453, -0.0526023, 0.6061476, 0.0001233, 0.2364082
 66101, 0.5354785, -0.0521977, 0.5876762, 0.0001210, 0.2283433
 66201, 0.5174891, -0.0518210, 0.5693101, 0.0001188, 0.2203802
 66301, 0.4995846, -0.0514716, 0.5510562, 0.0001167, 0.2125203
 66401, 0.4817725, -0.0511487, 0.5329212, 0.0001145, 0.2047651
 66501, 0.4640578, -0.0508513, 0.5149091, 0.0001124, 0.1971149
 66601, 0.4464474, -0.0505788, 0.4970262, 0.0001103, 0.1895709
 66701, 0.4289460, -0.0503304, 0.4792764, 0.0001082, 0.1821334
 66801, 0.4115576, -0.0501053, 0.4616629, 0.0001062, 0.1748023
 66901, 0.3942875, -0.0499027, 0.4441902, 0.0001042, 0.1675782
 67001, 0.3771377, -0.0497218, 0.4268595, 0.0001022, 0.1604603
 67101, 0.3601118, -0.0495619, 0.4096737, 0.0001003, 0.1534486
 67201, 0.3432134, -0.0494222, 0.3926356, 0.0000984, 0.1465428
 67301, 0.3264433, -0.0493020, 0.3757453, 0.0000966, 0.1397419
 67401, 0.3098036, -0.0492006, 0.3590042, 0.0000948, 0.1330451
 67501, 0.2932960, -0.0491171, 0.3424132, 0.0000930, 0.1264518
 67601, 0.2769223, -0.0490511, 0.3259734, 0.0000913, 0.1199610
 67701, 0.2606821, -0.0490017, 0.3096838, 0.0000896, 0.1135714
 67801, 0.2445764, -0.0489683, 0.2935447, 0.0000880, 0.1072820
 67901, 0.2286060, -0.0489502, 0.2775563, 0.0000864, 0.1010916
 68001, 0.2127707, -0.0489469, 0.2617176, 0.0000849, 0.0949989
 68101, 0.1970701, -0.0489576, 0.2460277, 0.0000834, 0.0890025
 68201, 0.1815042, -0.0489818, 0.2304860, 0.0000819, 0.0831010
 68301, 0.1660727, -0.0490190, 0.2150917, 0.0000805, 0.0772932
 68401, 0.1507747, -0.0490684, 0.1998431, 0.0000792, 0.0715774
 68501, 0.1356098, -0.0491297, 0.1847395, 0.0000779, 0.0659523
 68601, 0.1205772, -0.0492022, 0.1697793, 0.0000766, 0.0604164
 68701, 0.1056762, -0.0492854, 0.1549616, 0.0000754, 0.0549683
 68801, 0.0909057, -0.0493789, 0.1402846, 0.0000742, 0.0496064
 68901, 0.0762651, -0.0494821, 0.1257472, 0.0000730, 0.0443293
 69001, 0.0617533, -0.0495946, 0.1113479, 0.0000719, 0.0391354
 69101, 0.0473699, -0.0497159, 0.0970858, 0.0000708, 0.0340235
 69201, 0.0331140, -0.0498457, 0.0829597, 0.0000697, 0.0289920
 69301, 0.0189853, -0.0499835, 0.0689688, 0.0000687, 0.0240396
 69401, 0.0049840, -0.0501289, 0.0551129, 0.0000677, 0.0191648
 69501, -0.0088893, -0.0502815, 0.0413922, 0.0000668, 0.0143664
 69601, -0.0226322, -0.0504412, 0.0278089, 0.0000659, 0.0096432
 69701, -0.0362393, -0.0506076, 0.0143683, 0.0000650, 0.0049942
 69801, -0.0496949, -0.0507808, 0.0010859, 0.0000642, 0.0004189
 69901, -0.0629456, -0.0509617, -0.0119839, 0.0000636, 0.0040818
 70001, -0.0758821, -0.0511516, -0.0247305, 0.0000632, 0.0085055
 70101, -0.0884917, -0.0513490, -0.0371427, 0.0000626, 0.0128563
 70201, -0.1008115, -0.0515518, -0.0492597, 0.0000619, 0.0171406
 70301, -0.1128604, -0.0517591, -0.0611013, 0.0000613, 0.0213621
 70401, -0.1246488, -0.0519708, -0.0726780, 0.0000606, 0.0255228
